State,Agency type,Agency name,Race,Religion,Sexual orientation,Ethnicity,Disability,Gender,Gender Identity,1st quarter,2nd quarter,3rd quarter,4th quarter,Population
California,Cities,Hanford,1,0,1,0,0,0,0,1,0,1,0,"54,425"
New_Hampshire,Cities,Hanover,0,0,1,0,0,0,0,0,1,0,0,"11,195"
South_Carolina,Cities,Hardeeville,0,0,0,1,0,0,0,0,1,0,0,"4,064"
Kentucky,Metropolitan Counties,Hardin,1,0,0,0,0,0,0,0,1,0,0,
New_Jersey,Cities,Hardyston Township,0,0,1,0,0,0,0,0,0,1,0,"8,049"
Maryland,Metropolitan Counties,Harford,1,0,0,0,0,0,0,0,0,0,1,
Texas,Cities,Harlingen,1,0,0,0,0,0,0,0,0,1,0,"65,885"
Michigan,Cities,Harper Woods,1,0,0,0,0,0,0,0,1,0,0,"13,922"
Texas,Metropolitan Counties,Harris,1,1,0,1,0,0,0,1,1,0,1,
New_Jersey,Cities,Harrison,0,0,1,0,0,0,0,0,0,0,1,"13,975"
West_Virginia,Nonmetropolitan Counties,Harrison,1,1,2,0,0,0,0,0,0,2,2,
New_Jersey,Cities,Harrison Township,1,0,0,0,0,0,0,0,0,1,0,"12,616"
Virginia,Cities,Harrisonburg,3,0,1,0,0,0,0,1,2,0,1,"51,767"
Kentucky,Cities,Harrodsburg,1,0,0,0,0,0,0,0,0,1,0,"8,301"
Connecticut,Cities,Hartford,1,1,2,0,0,0,0,2,1,1,0,"124,927"
Michigan,Cities,Hartford,3,0,0,0,0,0,0,1,0,0,2,"2,633"
South_Carolina,Cities,Hartsville,1,0,0,0,0,0,0,0,0,1,0,"7,877"
Illinois,Cities,Harvey,1,0,0,0,0,0,0,0,0,0,1,"25,408"
Massachusetts,Cities,Haverhill,2,1,3,2,0,0,0,4,2,1,1,"62,249"
California,Cities,Hawaiian Gardens,4,0,0,0,0,0,0,2,1,1,0,"14,437"
Kansas,Cities,Hays,1,0,1,0,0,0,0,0,2,0,0,"21,156"
California,Cities,Hayward,0,1,1,0,0,0,0,0,2,0,0,"150,955"
Kentucky,Cities,Hazard,1,0,0,0,0,0,0,0,0,1,0,"5,455"
Michigan,Cities,Hazel Park,1,0,0,0,0,0,0,0,0,1,0,"16,642"
California,Cities,Healdsburg,1,0,0,0,0,0,0,1,0,0,0,"11,483"
Oklahoma,Cities,Heavener,0,1,0,0,0,0,0,0,0,1,0,"3,377"
Utah,Cities,Heber,0,1,0,0,0,0,0,0,1,0,,"12,544"
Montana,Cities,Helena,11,0,0,0,0,0,0,11,0,0,0,"29,411"
Kentucky,Cities,Henderson,2,0,0,0,0,0,0,0,0,0,2,"28,952"
Nevada,Cities,Henderson,1,0,0,0,0,0,0,,,1,,"268,237"
Minnesota,Metropolitan Counties,Hennepin,0,0,1,0,0,0,0,0,1,0,0,
Virginia,Metropolitan Counties,Henrico County Police Department,2,3,0,0,0,0,0,0,4,0,1,
Missouri,Nonmetropolitan Counties,Henry,0,0,1,0,0,0,0,0,0,0,1,
Tennessee,Nonmetropolitan Counties,Henry,0,0,0,2,0,0,0,0,0,1,1,
Georgia,Metropolitan Counties,Henry County Police Department,1,0,0,0,0,0,0,0,1,0,0,
California,Cities,Hercules,0,0,0,1,0,0,0,0,0,1,0,"24,831"
Tennessee,Metropolitan Counties,Hickman,1,0,1,1,0,0,0,0,0,2,1,
North_Carolina,Cities,Hickory,0,0,1,0,0,0,0,0,1,0,0,"40,109"
Michigan,Cities,Highland Park,0,1,0,0,0,0,0,0,0,0,1,"11,591"
New_Jersey,Cities,Highland Park,2,3,3,0,0,0,0,1,4,2,1,"14,420"
New_Jersey,Cities,Hightstown,1,1,0,1,0,0,0,0,1,1,1,"5,572"
California,State Police Agencies,"Highway Patrol, Plumas County",1,0,0,0,0,0,0,1,0,0,0,
Florida,Metropolitan Counties,Hillsborough,0,0,0,1,0,0,0,0,1,0,0,
New_Jersey,Cities,Hillsborough Township,1,0,0,0,0,0,0,0,1,0,0,"39,037"
Kentucky,Cities,Hillview,0,0,1,0,0,0,0,0,0,1,0,"9,465"
New_Jersey,Cities,Hoboken,3,3,1,0,0,0,0,1,2,1,3,"52,771"
Michigan,Cities,Holland,1,0,0,1,0,0,0,2,0,0,0,"33,354"
South_Carolina,Cities,Holly Hill,1,0,0,0,0,0,0,1,0,0,0,"1,259"
New_Jersey,Cities,Holmdel Township,2,3,0,0,0,0,0,2,2,0,1,"16,657"
California,Cities,Holtville,0,1,0,0,0,0,0,0,0,0,1,"6,022"
Florida,Cities,Homestead,2,0,1,0,0,0,0,2,1,0,0,"64,024"
South_Carolina,Cities,Honea Path,1,0,0,0,0,0,0,0,0,0,1,"3,613"
Alabama,Cities,Hoover,0,0,1,0,0,0,0,0,1,0,0,"84,139"
Virginia,Cities,Hopewell,0,1,0,0,0,0,0,0,0,1,0,"22,305"
Kentucky,Nonmetropolitan Counties,Hopkins,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,Cities,Hopkinsville,1,0,1,0,0,0,0,0,0,1,1,"33,253"
Washington,Cities,Hoquiam,1,0,0,0,0,0,0,1,0,0,0,"8,472"
South_Carolina,Metropolitan Counties,Horry County Police Department,1,0,0,1,0,0,0,1,0,0,1,
Texas,Cities,Houston,4,0,5,4,0,0,0,4,5,1,3,"2,180,606"
Maryland,Metropolitan Counties,Howard County Police Department,4,0,1,1,0,0,0,0,2,2,2,
New_Jersey,Cities,Howell Township,5,6,4,3,0,0,0,2,7,5,4,"51,100"
Ohio,Cities,Huber Heights,1,1,4,0,2,0,0,1,3,4,0,"38,118"
Ohio,Cities,Hudson,1,0,0,1,0,0,0,1,0,1,0,"22,340"
Tennessee,Cities,Humboldt,1,0,0,0,0,0,0,0,0,1,0,"8,458"
California,Universities and Colleges,Humboldt State University,0,0,1,0,0,0,0,0,1,0,0,"8,116"
Texas,Metropolitan Counties,Hunt,0,0,0,1,0,0,0,0,0,0,1,
North_Carolina,Cities,Huntersville,1,0,0,0,0,0,0,0,0,1,0,"50,162"
West_Virginia,Cities,Huntington,4,1,2,1,0,0,0,1,2,5,0,"49,172"
California,Cities,Huntington Beach,0,0,0,0,0,0,1,0,1,0,0,"195,842"
Michigan,Cities,Huntington Woods,0,2,0,0,0,0,0,2,0,0,0,"6,305"
Kansas,Cities,Hutchinson,3,1,0,0,0,0,0,1,1,1,1,"41,909"
South_Dakota,Nonmetropolitan Counties,Hutchinson,0,1,0,0,0,0,0,1,0,0,0,
New_York,Cities,Hyde Park Town,1,0,0,0,0,0,0,0,0,1,0,"21,397"
Louisiana,Metropolitan Counties,Iberia,1,0,0,0,0,0,0,0,0,1,0,
Iowa,Nonmetropolitan Counties,Ida,1,0,0,0,0,0,0,0,1,0,0,
California,Cities,Imperial Beach,1,0,1,1,0,0,0,1,1,1,0,"26,998"
Missouri,Cities,Independence,1,0,1,0,0,0,0,1,0,1,0,"117,381"
Texas,Other Agencies,"Independent School District, Humble",0,0,1,0,0,0,0,1,0,,0,
Indiana,Cities,Indianapolis,29,0,6,8,0,0,0,8,15,16,4,"850,220"
Iowa,Cities,Indianola,0,1,0,0,0,0,0,0,1,0,0,"14,993"
Michigan,Metropolitan Counties,Ingham,1,0,0,0,0,0,0,1,0,0,0,
Michigan,Cities,Inkster,3,0,0,0,0,0,0,2,0,0,1,"24,850"
Minnesota,Cities,Inver Grove Heights,0,1,0,0,0,0,0,1,0,0,0,"34,294"
Kansas,Cities,Iola,1,0,1,0,0,0,0,0,2,0,0,"5,697"
Iowa,Universities and Colleges,Iowa State University,0,0,1,0,0,0,0,0,1,0,0,"30,748"
North_Carolina,Metropolitan Counties,Iredell,0,5,0,0,0,0,0,0,2,3,0,
California,Cities,Irvine,0,1,0,0,0,0,0,0,1,0,0,"235,830"
Illinois,Cities,Irving,1,0,0,0,0,0,0,0,1,0,0,485
New_Jersey,Cities,Irvington,0,0,1,0,0,0,0,0,0,1,0,"54,246"
New_York,Cities,Ithaca,0,0,1,0,0,0,0,0,1,0,,"30,433"
New_York,Universities and Colleges,Ithaca College,0,0,0,1,0,0,0,0,1,0,0,"6,759"
Illinois,Metropolitan Counties,Jackson,1,0,0,0,0,0,0,1,0,0,0,
Michigan,Cities,Jackson,1,0,0,0,0,0,0,0,0,1,0,"33,378"
Michigan,Metropolitan Counties,Jackson,1,1,0,0,0,0,0,0,0,1,1,
Ohio,Nonmetropolitan Counties,Jackson,2,0,0,0,0,0,0,0,,2,0,
Oregon,Metropolitan Counties,Jackson,0,1,0,0,0,0,0,0,0,1,0,
Tennessee,Cities,Jackson,0,2,2,0,0,0,0,2,0,1,1,"67,371"
New_Jersey,Cities,Jackson Township,2,1,0,0,0,0,0,1,0,0,2,"55,817"
Ohio,Cities,"Jackson Township, Stark County",1,0,0,0,0,0,0,0,1,0,0,"40,436"
Florida,Cities,Jacksonville,5,0,0,0,0,0,0,3,1,1,0,"845,745"
Virginia,Metropolitan Counties,James City County Police Department,0,1,0,0,0,0,0,0,1,0,0,
Virginia,Universities and Colleges,James Madison University,0,0,0,1,0,0,0,1,0,0,0,"19,927"
New_York,Cities,Jamestown,2,0,0,0,0,0,0,1,0,0,1,"30,658"
Wisconsin,Cities,Janesville,2,0,0,0,0,0,0,0,1,1,0,"63,603"
Louisiana,Metropolitan Counties,Jefferson,1,0,0,0,0,0,0,0,0,1,,
Missouri,Metropolitan Counties,Jefferson,0,0,1,0,0,0,0,0,0,0,1,
Tennessee,Metropolitan Counties,Jefferson,1,0,0,0,0,0,0,0,0,1,0,
Washington,Nonmetropolitan Counties,Jefferson,0,1,0,0,0,0,0,1,0,0,0,
New_Jersey,Cities,Jersey City,2,0,2,1,0,0,0,0,3,0,2,"256,886"
Tennessee,Cities,Johnson City,2,0,0,0,0,0,0,1,1,0,0,"64,928"
Rhode_Island,Cities,Johnston,1,0,0,0,0,0,0,1,0,0,0,"29,068"
Pennsylvania,Cities,Johnstown,3,0,0,0,0,0,0,0,1,2,,"21,954"
Tennessee,Cities,Jonesborough,0,0,0,4,1,0,0,0,0,2,3,"5,163"
Michigan,Cities,Jonesville,1,0,0,0,0,0,0,0,0,0,1,"2,231"
Missouri,Cities,Joplin,2,0,0,0,0,0,0,2,0,0,0,"49,272"
Florida,Cities,Jupiter,1,0,1,0,0,0,0,1,1,0,0,"57,826"
California,Cities,Jurupa Valley,0,1,0,0,0,0,0,0,0,1,0,"98,090"
Washington,Cities,Kalama,1,0,0,0,0,0,0,0,0,1,0,"2,316"
Michigan,Cities,Kalamazoo,4,0,0,0,0,0,0,0,3,1,0,"75,352"
Montana,Cities,Kalispell,2,0,0,0,0,0,0,0,0,2,0,"20,665"
Missouri,Cities,Kansas City,30,7,14,5,1,4,2,13,17,21,12,"465,514"
New_Jersey,Cities,Keansburg,3,0,1,0,0,0,0,1,0,2,1,"9,981"
Nebraska,Cities,Kearney,0,1,0,0,0,0,0,0,0,1,0,"32,113"
New_Hampshire,Cities,Keene,0,1,0,0,0,0,0,0,0,1,0,"23,236"
Washington,Cities,Kelso,4,0,0,0,0,0,0,1,1,1,1,"11,802"
Washington,Cities,Kenmore,0,0,0,1,0,0,0,1,0,0,0,"21,531"
Georgia,Universities and Colleges,Kennesaw State University,0,0,2,0,0,0,0,1,0,0,1,"24,604"
Michigan,Metropolitan Counties,Kent,2,0,1,0,0,0,0,1,2,0,0,
Ohio,Universities and Colleges,Kent State University,0,0,1,0,0,0,0,0,0,1,0,"28,602"
Washington,Cities,Kent3,8,0,1,0,0,0,0,0,5,2,2,"124,359"
Michigan,Cities,Kentwood,2,0,0,0,0,0,0,0,0,1,1,"50,016"
California,Metropolitan Counties,Kern,1,0,1,3,0,0,0,1,3,0,1,
Ohio,Cities,Kettering,1,0,0,0,0,0,0,0,1,0,0,"55,907"
North_Carolina,Cities,King,0,1,0,0,0,0,0,0,1,0,0,"6,860"
Washington,Metropolitan Counties,King,1,1,1,0,0,0,0,0,1,1,1,
Virginia,Nonmetropolitan Counties,King George,0,1,0,0,0,0,0,0,0,1,0,
California,Metropolitan Counties,Kings,0,0,1,0,0,0,0,1,0,0,0,
Tennessee,Cities,Kingsport,2,0,0,0,0,0,0,0,0,1,1,"51,496"
Massachusetts,Cities,Kingston,0,1,0,0,0,0,0,0,0,1,0,"12,791"
Washington,Metropolitan Counties,Kitsap,1,0,0,0,0,0,0,0,0,0,1,
Washington,Nonmetropolitan Counties,Klickitat,0,0,0,1,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Knott,0,0,0,1,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Knox,1,0,0,0,0,0,0,0,0,0,1,
Ohio,Nonmetropolitan Counties,Knox,2,1,0,0,0,0,0,0,2,0,1,
Tennessee,Cities,Knoxville,0,0,0,2,0,0,0,0,1,1,0,"183,249"
Wisconsin,Cities,La Crosse,0,0,2,0,0,0,0,0,1,1,0,"51,741"
Illinois,Cities,La Grange,0,1,0,0,0,0,0,0,1,0,0,"15,718"
California,Cities,La Habra,0,1,0,0,0,0,0,0,0,1,0,"61,740"
California,Cities,La Mirada,1,2,0,0,0,0,0,1,2,0,0,"49,150"
California,Cities,La Quinta,1,1,0,0,0,0,0,1,0,1,0,"39,150"
Washington,Cities,Lacey,0,1,0,0,0,0,0,0,0,0,1,"44,298"
New_Jersey,Cities,Lacey Township,3,0,2,2,1,0,0,1,5,1,1,"27,865"
Missouri,Nonmetropolitan Counties,Laclede,1,0,0,0,0,0,0,0,0,0,1,
Colorado,Cities,Lafayette,2,0,0,1,0,0,0,0,1,2,0,"26,145"
California,Cities,Laguna Beach,0,0,1,0,0,0,0,0,1,0,0,"23,313"
California,Nonmetropolitan Counties,Lake,0,0,0,2,0,0,0,2,0,0,0,
Florida,Metropolitan Counties,Lake,1,0,0,0,0,0,0,0,1,0,0,
Illinois,Metropolitan Counties,Lake,1,0,0,1,0,0,0,0,0,2,0,
Tennessee,Nonmetropolitan Counties,Lake,0,0,1,0,0,0,0,0,0,1,0,
Florida,Cities,Lake Alfred,0,0,0,1,0,0,0,0,1,0,0,"5,148"
California,Cities,Lake Elsinore,0,2,0,0,0,0,0,0,0,2,0,"56,232"
California,Cities,Lake Forest,2,0,0,0,0,0,0,1,0,0,1,"79,336"
Michigan,Cities,Lake Orion,1,0,0,0,0,0,0,0,0,0,1,"3,052"
Massachusetts,Cities,Lakeville,0,1,0,0,0,0,0,0,1,0,0,"10,939"
California,Cities,Lakewood,2,0,0,0,0,0,0,0,1,0,1,"81,086"
Colorado,Cities,Lakewood,1,1,1,1,0,0,0,1,1,0,2,"146,298"
Washington,Cities,Lakewood,3,0,0,0,0,0,0,1,0,0,2,"59,057"
New_Jersey,Cities,Lakewood Township,5,15,0,3,0,0,0,2,6,7,8,"92,664"
California,Cities,Lancaster,3,1,0,1,0,0,0,1,2,1,1,"159,792"
Nebraska,Metropolitan Counties,Lancaster,0,0,0,1,0,0,0,0,1,0,0,
Ohio,Cities,Lancaster,1,0,0,0,0,0,0,0,0,0,1,"38,902"
Pennsylvania,Cities,Lancaster,1,0,0,0,0,0,0,0,1,0,0,"59,370"
Pennsylvania,Metropolitan Counties,Lancaster,1,0,0,0,0,0,0,0,0,1,0,
South_Carolina,Metropolitan Counties,Lancaster,0,1,0,0,0,0,0,1,0,0,0,
Texas,Cities,Lancaster,0,0,1,0,0,0,0,0,0,0,1,"38,209"
Oregon,Metropolitan Counties,Lane,1,0,0,0,0,0,0,,1,,,
Kansas,Cities,Lansing,2,0,0,0,0,0,0,0,0,2,0,"11,688"
Michigan,Cities,Lansing,2,1,1,1,0,0,0,0,2,2,1,"113,907"
Florida,Cities,Largo,0,0,1,0,0,0,0,0,1,0,0,"77,913"
Colorado,Metropolitan Counties,Larimer,0,0,2,0,0,0,0,0,0,0,2,
Kansas,Cities,Larned,1,0,0,0,0,0,0,0,0,1,0,"4,012"
Nevada,Cities,Las Vegas Metropolitan Police Department,27,9,23,6,0,0,0,16,13,18,18,"1,500,455"
South_Carolina,Cities,Latta,1,0,0,0,0,0,0,1,0,0,0,"1,349"
Kansas,Cities,Lawrence,5,2,1,2,0,0,0,1,2,4,3,"90,034"
New_Jersey,Cities,"Lawrence Township, Mercer County",0,0,0,1,0,0,0,0,0,1,0,"33,172"
Kansas,Cities,Leavenworth,1,0,0,0,0,0,0,1,0,0,0,"35,965"
Kansas,Metropolitan Counties,Leavenworth,0,0,0,0,1,0,0,0,0,1,0,
Pennsylvania,Universities and Colleges,Lehigh University,1,0,0,0,0,0,0,0,0,0,1,"7,080"
Kentucky,Cities,Leitchfield,1,0,0,0,0,0,0,0,1,0,0,"6,814"
North_Carolina,Cities,Leland,1,0,1,0,0,0,0,1,0,0,1,"15,535"
California,Cities,Lemon Grove,1,0,1,0,0,0,0,1,1,0,0,"26,156"
California,Cities,Lemoore,1,0,0,0,0,0,0,1,0,0,0,"24,802"
Kansas,Cities,Lenexa,1,0,0,0,0,0,0,0,1,0,0,"49,777"
Maine,Cities,Lewiston,0,0,1,0,0,0,0,0,0,0,1,"36,422"
Pennsylvania,Cities,Lewistown,0,1,0,0,0,0,0,0,1,0,0,"8,370"
Kentucky,Cities,Lexington,16,1,5,4,1,0,0,5,10,10,2,"308,712"
Nebraska,Cities,Lexington,2,0,0,0,0,0,0,0,,0,2,"10,204"
South_Carolina,Cities,Lexington,1,0,0,0,0,0,0,0,1,0,0,"19,547"
South_Carolina,Metropolitan Counties,Lexington,2,0,0,0,0,0,0,1,1,0,0,
New_York,Cities,Liberty Village,0,4,0,0,0,0,0,0,0,0,4,"4,285"
North_Carolina,Cities,Lilesville,1,0,0,0,0,0,0,0,0,1,0,519
Massachusetts,Cities,Lincoln,0,0,1,0,0,0,0,0,0,0,1,"6,563"
Nebraska,Cities,Lincoln,8,2,4,1,0,0,0,5,3,2,5,"267,565"
Washington,Nonmetropolitan Counties,Lincoln,0,0,1,0,0,0,0,0,1,0,0,
Wisconsin,Nonmetropolitan Counties,Lincoln,0,0,1,0,0,0,0,1,0,0,0,
Michigan,Cities,Lincoln Township,1,0,0,0,0,0,0,0,0,1,0,"14,618"
Minnesota,Cities,Lino Lakes,0,0,1,0,0,0,0,,0,0,1,"20,910"
New_Jersey,Cities,Little Egg Harbor Township,3,1,0,2,0,0,0,1,2,0,3,"20,412"
New_Jersey,Cities,Little Falls Township,0,0,1,0,0,0,0,0,1,0,0,"14,504"
Colorado,Cities,Littleton,1,0,0,0,0,0,0,1,0,0,0,"44,375"
California,Cities,Livermore,0,0,0,1,0,0,0,0,0,1,0,"84,350"
Michigan,Metropolitan Counties,Livingston,1,0,0,0,0,0,0,0,0,1,0,
New_York,Metropolitan Counties,Livingston,1,0,0,0,0,0,0,1,0,0,0,
New_Jersey,Cities,Livingston Township,2,0,0,0,0,0,0,0,0,2,0,"29,621"
Michigan,Cities,Livonia,0,0,1,0,0,0,0,0,0,0,1,"95,220"
California,Cities,Lodi,0,0,0,2,0,0,0,0,1,1,0,"63,639"
Colorado,Nonmetropolitan Counties,Logan,1,1,0,0,0,0,0,0,0,1,1,
New_Jersey,Cities,Logan Township,1,0,0,0,0,0,0,0,0,1,0,"6,019"
California,Cities,Lomita,0,0,0,1,0,0,0,0,1,0,0,"20,622"
New_Hampshire,Cities,Londonderry,0,1,0,0,0,0,0,0,1,0,0,"24,338"
Colorado,Cities,Lone Tree,0,0,1,0,0,0,0,0,0,1,0,"12,056"
California,Cities,Long Beach,3,1,1,0,0,0,0,3,0,1,1,"469,665"
New_Jersey,Cities,Long Beach Township,0,1,0,0,0,0,0,0,1,0,0,"3,068"
Colorado,Cities,Longmont,1,0,1,1,0,0,0,2,1,0,0,"89,434"
Texas,Cities,Longview,1,0,0,0,0,0,0,0,0,1,0,"81,273"
Arkansas,Metropolitan Counties,Lonoke,1,0,0,0,0,0,0,1,0,0,0,
Ohio,Cities,Lorain,7,0,0,0,0,0,0,0,5,1,1,"63,582"
Ohio,Metropolitan Counties,Lorain,1,0,0,0,0,0,0,1,0,0,0,
California,Cities,Los Alamitos,1,0,0,0,0,0,0,1,0,0,0,"11,735"
California,Cities,Los Angeles,41,29,33,9,0,0,2,21,40,25,28,"3,878,725"
California,Metropolitan Counties,Los Angeles,20,3,17,10,0,0,0,14,10,11,15,
California,Other Agencies,Los Angeles Transportation Services Bureau,2,1,3,0,0,0,0,3,3,0,0,
California,Cities,Los Gatos,2,0,0,0,0,0,0,0,0,1,1,"30,351"
New_Mexico,Cities,Los Lunas,1,0,0,0,0,0,0,0,,1,,"15,252"
Virginia,Metropolitan Counties,Loudoun,2,1,0,0,0,0,0,2,0,1,0,
Virginia,Nonmetropolitan Counties,Louisa,1,0,0,0,0,0,0,1,0,0,0,
Kansas,Cities,Louisburg,0,0,1,0,0,0,0,1,0,0,0,"4,268"
Kentucky,Cities,Louisville Metro,7,0,4,0,0,0,0,2,4,3,2,"671,120"
Colorado,Cities,Loveland,1,0,0,0,0,0,0,0,1,0,0,"71,325"
Massachusetts,Cities,Lowell,0,0,1,1,0,0,0,0,0,1,1,"109,449"
New_Jersey,Cities,Lower Township,1,0,0,0,0,0,0,0,0,1,0,"22,467"
Ohio,Metropolitan Counties,Lucas,0,1,1,0,0,0,0,1,0,0,1,
Kentucky,Cities,Ludlow,1,0,0,0,1,0,0,0,2,0,0,"4,536"
New_Jersey,Cities,Lumberton Township,2,0,0,0,0,0,0,0,0,2,0,"12,516"
Massachusetts,Cities,Lunenburg,1,0,0,0,0,0,0,0,0,0,1,"11,149"
Massachusetts,Cities,Lynn,3,2,5,4,2,0,0,1,5,6,4,"91,769"
California,Cities,Lynwood,1,0,0,0,0,0,0,0,0,0,1,"71,077"
Kentucky,Nonmetropolitan Counties,Lyon,1,0,0,0,0,0,0,0,1,0,0,
Maine,Cities,Machias3,0,0,1,0,0,0,0,0,0,0,1,"2,173"
Michigan,Cities,Mackinac Island,0,1,0,0,0,0,0,0,0,1,0,494
Michigan,Metropolitan Counties,Macomb,10,1,1,1,0,0,0,2,5,3,3,
Wisconsin,Cities,Madison,3,1,3,5,0,0,0,3,5,2,2,"242,523"
Michigan,Cities,Madison Heights,4,1,0,0,0,0,0,1,2,1,1,"30,080"
Michigan,Cities,Madison Township,0,1,0,0,0,0,0,1,0,0,0,"8,567"
Kentucky,Cities,Madisonville,1,0,0,0,0,0,0,1,0,0,0,"19,761"
Minnesota,Nonmetropolitan Counties,Mahnomen,0,0,1,0,0,0,0,,,1,,
New_Jersey,Cities,Mahwah Township,0,1,0,0,0,0,0,0,0,1,0,"26,292"
Massachusetts,Cities,Malden,1,2,0,0,0,0,0,0,2,1,0,"60,816"
California,Cities,Malibu,1,0,0,0,0,0,0,0,0,1,0,"12,891"
New_Jersey,Cities,Manalapan Township,1,0,0,2,0,0,0,2,0,1,0,"39,313"
New_Jersey,Cities,Manasquan,1,2,0,0,0,0,0,1,2,0,0,"5,860"
Virginia,Cities,Manassas,1,0,0,0,0,0,0,0,0,1,0,"41,512"
Virginia,Cities,Manassas Park,0,1,0,0,0,0,0,1,0,0,0,"16,332"
Florida,Metropolitan Counties,Manatee,1,0,0,0,0,0,0,0,0,1,0,
Connecticut,Cities,Manchester,7,2,0,1,0,0,0,2,2,4,2,"58,304"
New_Hampshire,Cities,Manchester,1,0,0,0,0,0,0,0,0,0,1,"110,411"
Tennessee,Cities,Manchester,0,0,0,2,0,0,0,1,1,0,0,"10,258"
New_Jersey,Cities,Manchester Township,3,0,0,0,0,0,0,0,3,0,0,"43,013"
North_Dakota,Cities,Mandan,2,0,0,0,0,0,0,0,0,1,1,"19,168"
California,Cities,Manhattan Beach,1,0,0,0,0,0,0,0,0,0,1,"35,930"
Wisconsin,Nonmetropolitan Counties,Manitowoc,1,0,0,0,0,0,0,0,1,0,0,
Minnesota,Cities,Mankato,2,2,2,0,0,0,0,0,2,2,2,"40,360"
South_Carolina,Cities,Manning,0,0,1,0,0,0,0,0,0,0,1,"4,034"
Ohio,Cities,Mansfield,4,0,0,0,0,0,0,0,3,0,1,"46,832"
California,Cities,Manteca,1,1,1,0,0,0,0,1,1,0,1,"72,261"
Minnesota,Cities,Maple Grove,0,0,1,0,0,0,0,,1,0,0,"65,318"
New_Jersey,Cities,Maple Shade Township,1,0,0,0,0,0,0,1,0,0,0,"19,291"
Washington,Cities,Maple Valley,0,0,1,0,0,0,0,0,0,1,0,"24,644"
Texas,Cities,Marble Falls,1,0,0,0,0,0,0,0,0,1,0,"6,095"
Massachusetts,Cities,Marblehead,1,0,0,0,0,0,0,0,1,0,0,"20,209"
New_Jersey,Cities,Margate City,1,0,0,0,0,0,0,0,0,0,1,"6,319"
Arizona,Cities,Maricopa,1,0,0,0,0,0,0,0,0,0,1,"44,871"
Arizona,Metropolitan Counties,Maricopa,1,1,0,0,0,0,0,0,,,2,
California,Universities and Colleges,Marin Community College,0,1,1,0,0,0,0,2,0,0,0,"7,058"
Arkansas,Cities,Marion,0,0,1,0,0,0,0,0,0,1,0,"12,258"
Ohio,Nonmetropolitan Counties,Marion,0,0,1,0,1,0,0,1,0,0,1,
Tennessee,Metropolitan Counties,Marion,1,0,0,0,0,0,0,0,0,0,1,
South_Carolina,Nonmetropolitan Counties,Marlboro,1,0,0,0,0,0,0,1,0,0,0,
New_Jersey,Cities,Marlboro Township,2,0,0,0,0,0,0,1,1,0,0,"40,190"
Massachusetts,Cities,Marlborough,0,0,0,1,0,0,0,0,0,1,0,"39,531"
Kansas,Nonmetropolitan Counties,Marshall,0,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Marshall,1,0,0,0,0,0,0,0,1,0,0,
Michigan,Cities,Marshall,1,0,0,0,0,0,0,0,0,0,1,"7,050"
Minnesota,Cities,Marshall,1,0,0,1,0,0,0,1,1,0,0,"13,370"
West_Virginia,Cities,Martinsburg,1,0,0,0,0,0,0,1,0,0,0,"17,589"
Tennessee,Cities,Mason,1,0,0,0,0,0,0,0,1,0,0,"1,611"
Washington,Nonmetropolitan Counties,Mason,3,0,0,0,0,0,0,0,0,3,0,
Massachusetts,Universities and Colleges,Massachusetts College of Liberal Arts,0,0,1,0,0,0,0,1,0,0,0,"1,799"
South_Carolina,Cities,Mauldin,0,0,0,1,0,0,0,0,0,1,0,"24,099"
Texas,Cities,McAllen,0,0,1,0,0,0,0,0,1,0,0,"136,169"
West_Virginia,Nonmetropolitan Counties,McDowell,1,0,0,0,0,0,0,0,1,0,0,
Texas,Cities,McKinney,1,0,1,2,0,0,0,0,1,1,2,"146,869"
Illinois,Metropolitan Counties,McLean,1,0,0,0,0,0,0,0,0,0,1,
Tennessee,Cities,McMinnville,0,0,0,1,0,0,0,0,0,0,1,"13,595"
Kansas,Cities,McPherson,1,0,1,0,1,0,0,0,1,2,0,"13,245"
Kentucky,Metropolitan Counties,Meade,1,0,0,0,1,0,0,2,0,0,0,
Massachusetts,Cities,Medford,5,3,0,1,1,0,0,2,4,4,0,"57,428"
New_Jersey,Cities,Medford Lakes,0,0,1,0,0,0,0,0,1,0,0,"4,196"
New_Jersey,Cities,Medford Township,4,2,1,0,0,0,0,2,1,1,3,"23,285"
Ohio,Cities,Medina,2,0,0,0,0,0,0,2,0,0,0,"26,492"
Ohio,Metropolitan Counties,Medina,1,0,0,0,0,0,0,0,0,,1,
Ohio,Nonmetropolitan Counties,Meigs,0,1,0,0,0,0,0,0,1,0,0,
Florida,Cities,Melbourne,1,1,0,0,0,0,0,1,0,0,1,"77,277"
Tennessee,Cities,Memphis,9,0,12,1,1,0,1,6,5,9,4,"657,691"
New_Jersey,Cities,Mendham,0,1,0,0,0,0,0,0,0,0,1,"5,029"
Minnesota,Cities,Mendota Heights,0,0,1,0,0,0,0,0,0,0,1,"11,158"
Ohio,Cities,Mentor-on-the-Lake,1,0,0,1,0,0,0,0,0,2,0,"7,434"
